Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanAmountTerm,CreditHistory,PropertyArea,LoanStatus,TotalIncome,InstalmentAmount,BalancedIncome
1,0,0.0,1,0,0.07048855905998763,0.0,0.19885985841123321,0.7435897435897436,1.0,1.0,1,0.05539354936021519,0.04137674259625478,0.08817996709653593
1,1,0.3333333333333333,1,0,0.05482993197278912,0.03619171046631627,0.17221418234442834,0.7435897435897436,1.0,0.0,0,0.0584353553382438,0.0358325805480277,0.09176504799486894
1,1,0.0,1,1,0.0352504638218924,0.0,0.0824891461649783,0.7435897435897436,1.0,1.0,1,0.01958319716433294,0.017163504968383016,0.056069203926556434
1,1,0.0,0,0,0.030092764378478663,0.05659154726762186,0.1606367583212735,0.7435897435897436,1.0,1.0,1,0.04398049221951281,0.03342366757000903,0.07797263803280827
1,0,0.0,1,0,0.07235621521335807,0.0,0.19102749638205496,0.7435897435897436,1.0,1.0,1,0.05729153573493552,0.03974706413730804,0.0902105143006229
1,1,0.6666666666666666,1,1,0.06514533085961657,0.100703194374445,0.3733719247467438,0.7435897435897436,1.0,1.0,1,0.10270494482013122,0.07768744354110207,0.13011610083814368
1,1,0.0,0,0,0.027000618429189858,0.03638370893032856,0.12445730824891461,0.7435897435897436,1.0,1.0,1,0.03025465697981347,0.025895814513700693,0.06546706671449848
1,1,1.0,1,0,0.03569573283858998,0.060095519235846113,0.21562952243125902,0.7435897435897436,0.0,0.5,0,0.05150959048744312,0.044866004215597714,0.08400732696300645
1,1,0.6666666666666666,1,0,0.047693259121830554,0.03662370701034392,0.23010130246020258,0.7435897435897436,1.0,1.0,1,0.05140903491792152,0.04787714543812105,0.08356977464696866
1,1,0.3333333333333333,1,0,0.15696969696969698,0.2632298941608467,0.49204052098408096,0.7435897435897436,1.0,0.5,0,0.2811408029362226,0.10237880156579342,0.30094359108154234
1,1,0.6666666666666666,1,0,0.037724180581323444,0.01679986560107519,0.08827785817655572,0.7435897435897436,1.0,1.0,1,0.03089569873551371,0.018367961457392355,0.06694006892128407
1,1,0.6666666666666666,1,0,0.02906617192331478,0.04415964672282622,0.14471780028943557,0.7435897435897436,1.0,1.0,1,0.03642625505920209,0.030111412225233364,0.07099626042244181
1,1,0.6666666666666666,1,0,0.03615337043908473,0.19454244366045073,0.276410998552822,0.7435897435897436,1.0,1.0,1,0.12238869755398576,0.057512797350195724,0.15154393460087617
1,0,0.0,1,0,0.021063698206555348,0.0681594547243622,0.15195369030390735,0.7435897435897436,1.0,0.0,0,0.040863269564343,0.031616982836495035,0.07514349541793039
1,1,0.6666666666666666,1,0,0.014211502782931354,0.026063791489668083,0.011577424023154847,0.2307692307692308,1.0,1.0,1,0.01185298775735941,0.012646793134598013,0.04905749600495711
1,0,0.0,1,0,0.05936920222634509,0.0,0.16787264833574528,0.7435897435897436,1.0,1.0,1,0.04409361723522462,0.0349292381812707,0.07791284827533726
1,0,0.3333333333333333,0,0,0.04262213976499691,0.0,0.13169319826338638,0.4871794871794872,1.0,1.0,1,0.027074587093692655,0.04245709123757904,0.060504516844405304
0,0,0.0,1,0,0.041558441558441565,0.0,0.09696092619392185,0.7435897435897436,0.0,1.0,0,0.02599361472133538,0.020174646190906354,0.06196664818619617
1,1,0.0,0,0,0.05858998144712431,0.0,0.17945007235890012,0.7435897435897436,1.0,0.0,0,0.04330174212524196,0.03733815115928937,0.07687060409396776
1,1,0.0,1,0,0.0303030303030303,0.08399932800537596,0.15340086830680172,0.7435897435897436,1.0,1.0,1,0.0585484803539556,0.031918096958747366,0.09231674439335137
1,1,0.0,0,0,0.09288806431663575,0.0,0.1374819102749638,0.7435897435897436,0.0,1.0,0,0.07815681641066895,0.0286058416139717,0.11176879844329213
1,1,0.3333333333333333,1,0,0.07179962894248608,0.13499892000863994,0.4428364688856729,0.7435897435897436,1.0,1.0,1,0.1274290454762563,0.0921409214092141,0.15254133646414242
1,1,0.0,0,0,0.0303030303030303,0.045863633090935274,0.15484804630969606,0.7435897435897436,0.0,0.5,0,0.03857563035772644,0.0322192110809997,0.07284974290404286
